Sr.No,x,y,z,lat,long,PotholeValues
52,-1.1084747,9.5103,-0.41786194,19.2037897,73.1899816,0
53,-1.707016,9.153564,-2.1009827,19.2037897,73.1899816,0
54,-2.2145844,9.361862,0.028656006,19.2037897,73.1899816,0
55,-2.0960693,10.338684,-0.59384155,19.2037897,73.1899816,0
56,-1.5549927,9.662323,-2.5151825,19.2037897,73.1899816,0
57,-2.517456,8.649582,0.6930542,19.2037897,73.1899816,0
58,-2.79039,9.111664,-0.98768616,19.2037897,73.1899816,0
59,-2.2157898,9.506699,-1.430603,19.2037897,73.1899816,0
60,-2.4013367,9.061386,-0.6309509,19.2037897,73.1899816,0
61,-2.5162506,9.133209,-0.7889557,19.2037897,73.1899816,0
62,-2.7772217,8.673523,-1.5634918,19.2037897,73.1899816,0
63,-2.4839325,8.630432,-0.5699005,19.2037897,73.1899816,0
64,-2.8753815,9.084122,-1.1923828,19.2037897,73.1899816,0
65,-2.5629425,9.4348755,-0.97091675,19.2037897,73.1899816,0
66,-1.3107758,8.774078,-1.8280487,19.2037897,73.1899816,0
67,-0.4823761,9.342697,0.090911865,19.2037897,73.1899816,0
68,-0.90257263,10.135178,-0.34124756,19.2037897,73.1899816,0
69,-2.0817108,8.973999,-3.7445984,19.2037897,73.1899816,0
70,-3.7253265,7.621277,0.13519287,19.2037897,73.1899816,0
71,-2.8346863,10.520645,1.0976715,19.2037897,73.1899816,0
72,-0.37823486,13.033371,-1.1445007,19.2037897,73.1899816,0
73,2.348755,10.220184,-4.011551,19.2037897,73.1899816,0
74,1.3743134,7.2884827,0.19744873,19.2037897,73.1899816,0
75,-2.9053192,9.782043,2.808319,19.2037897,73.1899816,0
76,-2.169098,12.9292145,-4.367096,19.2037897,73.1899816,0
77,-0.46203613,9.182297,-0.85839844,19.2037897,73.1899816,0
78,-0.983963,6.8467407,0.2632904,19.2037897,73.1899816,0
79,-0.7313843,10.330307,-2.5403137,19.2037897,73.1899816,0
80,-0.8905945,9.547409,-0.9972534,19.2037897,73.1899816,0
81,-3.212967,7.392624,-1.3934937,19.2037897,73.1899816,0
82,-2.4324646,9.005127,-1.3456116,19.2037897,73.1899816,0
83,-2.7233582,9.829926,-0.5351715,19.2037897,73.1899816,0
84,-2.7808228,9.339111,-1.777771,19.2037897,73.1899816,0
85,-2.2217712,8.697464,-1.1684418,19.2037897,73.1899816,0
86,-3.0010834,8.634018,-0.19760132,19.2037897,73.1899816,0
87,-2.7652588,9.712601,-1.0726776,19.2037897,73.1899816,0
88,-2.4971008,10.226166,-1.470108,19.2037897,73.1899816,0
89,-1.9524231,9.785629,0.17350769,19.2037897,73.1899816,0
90,-2.146347,9.7114105,-1.8484039,19.2037897,73.1899816,0
91,-1.9536133,9.664719,-1.4641266,19.2037897,73.1899816,0
92,-2.829895,7.9133606,0.0011291504,19.2037897,73.1899816,0
93,-2.5952606,10.220184,0.95401,19.2037897,73.1899816,0
94,-1.331131,10.9935,-0.6022186,19.2037897,73.1899816,0
95,-2.1714935,8.437698,-0.6967926,19.2037897,73.1899816,0
96,-3.386551,9.80838,-0.5423584,19.2037897,73.1899816,0
97,-2.4240875,12.492279,-1.7502289,19.2037897,73.1899816,0
98,0.9541321,7.9037933,-2.66362,19.2037897,73.1899816,0
99,-1.4580231,8.033081,3.883316,19.2037897,73.1899816,0
100,-4.334656,9.625214,-5.233795,19.2037897,73.1899816,0
101,-0.97439575,10.435654,1.8003693,19.2037897,73.1899816,0
102,-1.8949585,8.371857,-2.0650787,19.2037897,73.1899816,0
103,0.20594788,9.880203,-4.7848816,19.2037897,73.1899816,0
104,-1.3718262,8.2018585,1.9512024,19.2037897,73.1899816,0
105,-4.011444,7.210663,-0.8679657,19.2037897,73.1899816,0
106,-0.87623596,11.416077,-2.1991425,19.2037897,73.1899816,0
107,-0.47639465,8.906952,-1.6556702,19.2037897,73.1899816,0
108,-2.4192963,7.887024,0.8498688,19.2037897,73.1899816,0
109,-2.6742706,9.9244995,-2.0842285,19.2037897,73.1899816,0
110,-0.80918884,9.373825,-2.0375366,19.2037897,73.1899816,0
111,-0.8283386,7.830765,-0.1078186,19.2037897,73.1899816,0
112,-2.592865,9.001526,-1.6951752,19.2037897,73.1899816,0
113,-2.5222473,9.961609,-2.0650787,19.2037897,73.1899816,0
114,-1.7501068,9.705429,-1.0068359,19.2037897,73.1899816,0
115,-1.4316864,9.014694,-2.2613983,19.2037897,73.1899816,0
116,-1.5382233,9.528259,-0.79255676,19.2037897,73.1899816,0
117,-1.2473297,10.08371,-1.4497681,19.2037897,73.1899816,0
118,-0.65356445,10.768448,-0.9326172,19.2037897,73.1899816,0
119,-1.4448547,9.41214,-2.141693,19.2037897,73.1899816,0
120,-1.6064606,9.840698,-0.7087555,19.2037897,73.1899816,0
121,-1.9320679,9.438477,-1.1804199,19.2037897,73.1899816,0
122,-1.983551,9.670715,-1.1409149,19.2037897,73.1899816,0
123,-1.6399841,10.147156,-2.5558777,19.2037897,73.1899816,0
124,-1.4364777,9.987946,0.19386292,19.2037897,73.1899816,0
125,-2.7772217,9.120041,-1.3097076,19.2037897,73.1899816,0
126,-1.8626404,9.919708,-2.8228302,19.2037897,73.1899816,0
127,-1.1838837,8.399384,-1.4665222,19.2037897,73.1899816,0
128,-2.1200104,8.855484,0.83551025,19.2037897,73.1899816,0
129,-2.8107452,9.948441,-2.2135162,19.2037897,73.1899816,0
130,-1.3490906,9.087723,-2.0997925,19.2037897,73.1899816,0
131,-1.2317657,8.042648,-0.41786194,19.2037897,73.1899816,0
132,-1.8530579,8.695068,-1.0080261,19.2037897,73.1899816,0
133,-2.1846619,8.060608,-2.5965881,19.2037897,73.1899816,0
134,-2.4324646,9.0434265,0.69664,19.2037897,73.1899816,0
135,-1.0809326,9.754501,-3.3746948,19.2037897,73.1899816,0
136,-0.88461304,9.370239,-0.3544159,19.2037897,73.1899816,0
137,-2.327118,8.207855,-0.7889557,19.2037897,73.1899816,0
138,-1.7776489,9.993927,-2.5044098,19.2037897,73.1899816,0
139,-0.50393677,9.981949,0.062179565,19.2037897,73.1899816,0
140,-2.0290375,8.890198,-1.3336487,19.2037897,73.1899816,0
141,-1.7561035,10.062164,-1.6724243,19.2037897,73.1899816,0
142,-0.75172424,9.878998,-0.7267151,19.2037897,73.1899816,0
143,-0.88819885,9.422913,-2.0531006,19.2037897,73.1899816,0
144,-0.944458,9.865829,-0.37716675,19.2037897,73.1899816,0
145,-1.8327179,9.299606,-1.6628418,19.2037897,73.1899816,0
146,-2.2385254,9.167923,-2.0495148,19.2037897,73.1899816,0
147,-2.3414764,9.092514,-1.0223999,19.2037897,73.1899816,0
148,-2.102066,9.160736,-1.7418518,19.2037897,73.1899816,0
149,-1.3490906,9.621628,-1.4090576,19.2037897,73.1899816,0
150,-1.572937,8.507126,-1.9537354,19.2037897,73.1899816,0
151,-1.9715729,8.892593,-0.7267151,19.2037897,73.1899816,0
152,-1.9811554,9.154755,-2.6408844,19.2037897,73.1899816,0
153,-2.0793152,9.114059,-1.9058533,19.2037897,73.1899816,0
154,-2.9831238,8.590927,-1.6365051,19.2037897,73.1899816,0
155,-2.544983,9.342697,-0.27061462,19.2037897,73.1899816,0
156,-1.7321625,9.704224,-1.2929382,19.2037897,73.1899816,0
157,-0.5434418,9.685074,-1.5658875,19.2037897,73.1899816,0
158,-0.94924927,9.266083,-0.8595886,19.2037897,73.1899816,0
159,-1.6399841,9.23735,-1.6688385,19.2037897,73.1899816,0
160,-1.3215485,9.628815,-0.84043884,19.2037897,73.1899816,0
161,-1.3035889,9.930481,-0.45018005,19.2037897,73.1899816,0
162,-0.40098572,9.7664795,-2.4337769,19.2037897,73.1899816,0
163,-0.40576172,9.112854,-1.267807,19.2037897,73.1899816,0
164,-1.062973,8.436493,-1.6736145,19.2037897,73.1899816,0
165,-1.4352722,8.665146,-1.7825623,19.2037897,73.1899816,0
166,-0.60928345,10.393753,0.7840271,19.2037897,73.1899816,0
167,-0.1459961,10.870209,-2.430191,19.2037897,73.1899816,0
168,-0.026290894,10.545792,-0.37477112,19.2037897,73.1899816,0
169,-0.860672,10.14476,-0.84043884,19.2037897,73.1899816,0
170,-1.2198029,10.879776,-0.5315857,19.2037897,73.1899816,0
171,-1.197052,10.585297,-0.8464203,19.2037897,73.1899816,0
172,-1.5861053,10.511078,0.5302429,19.2037897,73.1899816,0
173,-3.0286102,10.297989,-1.0643005,19.2037897,73.1899816,0
174,-4.782364,9.9640045,-1.7657928,19.2037897,73.1899816,0
175,-3.5122528,10.151947,-0.49447632,19.2037897,73.1899816,0
176,-0.5171051,11.418472,-1.2306976,19.2037897,73.1899816,0
177,-2.2600708,10.690643,-2.2817535,19.2037897,73.1899816,0
178,-3.0992432,8.728592,-0.8284607,19.2037897,73.1899816,0
179,-2.6575165,8.159973,-0.7267151,19.2037897,73.1899816,0
180,-2.7616577,8.5095215,-1.2546387,19.2037897,73.1899816,0
181,-2.3941498,8.641205,-1.3851166,19.2037897,73.1899816,0
182,-1.9644012,7.87027,-2.4589233,19.2037897,73.1899816,0
183,-2.3797913,7.763733,-0.9721222,19.2037897,73.1899816,0
184,-1.9667816,8.484375,-0.35321045,19.2037897,73.1899816,0
185,-1.667511,9.677887,-1.1588593,19.2037897,73.1899816,0
186,-2.0661469,8.732178,-2.437378,19.2037897,73.1899816,0
187,-1.2353668,8.119263,0.09689331,19.2037897,73.1899816,0
188,-0.8391266,8.685501,-1.425827,19.2037897,73.1899816,0
189,4.5776367E-5,8.784851,-1.0104218,19.2037897,73.1899816,0
190,1.0463104,8.240173,-2.5666504,19.2037897,73.1899816,0
191,1.4186096,8.10849,-2.1716156,19.2037897,73.1899816,0
192,0.03475952,8.133636,-0.5962219,19.2037897,73.1899816,0
193,-0.9372864,9.038635,-1.6161652,19.2037897,73.1899816,0
194,-0.33872986,9.719788,-0.9864807,19.2037897,73.1899816,0
195,-0.36865234,9.731766,-1.3587799,19.2037897,73.1899816,0
196,-1.4867554,9.80838,-1.2630157,19.2037897,73.1899816,0
197,-1.8602448,9.853867,-0.50405884,19.203079,73.192302,1
198,-1.3335266,10.131592,-0.6644592,19.203079,73.192302,1
199,-1.3610535,10.750488,-3.2082977,19.203079,73.192302,1
200,-1.9572144,10.5733185,-1.7921295,19.203079,73.192302,1
201,-3.0753021,10.141174,0.54222107,19.203079,73.192302,1
202,-4.1119995,10.095673,-1.7346649,19.203079,73.192302,1
203,-3.5481567,10.42009,-3.113739,19.203079,73.192302,1
204,-3.6965942,10.496704,-1.5850372,19.203079,73.192302,1
205,-2.8885498,10.314743,-0.32688904,19.203079,73.192302,1
206,-3.624771,9.912521,-0.39033508,19.203079,73.192302,1
207,-3.0681152,9.8454895,-2.8862762,19.203079,73.192302,1
208,-2.1679077,9.934067,-0.7410736,19.203079,73.192302,1
209,-2.6407623,9.923294,-1.5060272,19.203079,73.192302,1
210,-2.0577698,9.377411,-0.51123047,19.203079,73.192302,1
211,-2.1667023,9.183487,-1.422226,19.203079,73.192302,1
212,-2.375,8.537048,-1.2510376,19.203079,73.192302,1
213,-2.2935944,8.1180725,-0.5220032,19.203079,73.192302,1
214,-2.1367798,8.697464,-0.53756714,19.203079,73.192302,1
215,-1.3454895,9.185883,-1.777771,19.203079,73.192302,1
216,-0.76130676,9.303192,-0.71473694,19.203079,73.192302,1
217,-0.7672882,9.486359,-0.7410736,19.203079,73.192302,1
218,-0.513504,9.47319,-0.2394867,19.203079,73.192302,1
219,-0.19866943,9.534241,0.44883728,19.203079,73.192302,1
220,0.32565308,9.958008,-0.28857422,19.203079,73.192302,1
221,1.5143738,11.413681,-1.0654907,19.203079,73.192302,1
222,-1.5298462,8.695068,-1.6927795,19.203079,73.192302,1
223,-0.6260376,7.463257,0.6559448,19.203079,73.192302,1
224,-0.34591675,9.911331,-2.5714417,19.203079,73.192302,1
225,-1.7058258,8.576553,-1.8304443,19.203079,73.192302,1
226,-2.1786804,7.385437,-0.3436432,19.203079,73.192302,1
227,-2.3366852,8.85788,-2.3918762,19.203079,73.192302,1
228,-1.8207397,8.946457,-2.3763123,19.203079,73.192302,1
229,-1.3143616,8.467621,-0.82966614,19.203079,73.192302,1
230,-2.407318,8.167145,-3.5147552,19.203079,73.192302,1
231,-3.1746674,7.8810425,-2.193161,19.203079,73.192302,1
232,-3.4009094,5.768158,-3.1460571,19.203079,73.192302,1
233,-3.9300385,4.9397583,-2.430191,19.203079,73.192302,1
234,-4.347824,7.1496124,-1.054718,19.203079,73.192302,1
235,-2.931656,12.110397,0.3889923,19.203079,73.192302,1
236,2.3092499,11.615997,-1.2259064,19.203079,73.192302,1
237,3.6919098,9.329529,-3.9253693,19.203079,73.192302,1
238,3.174759,14.812256,4.0772552,19.203079,73.192302,1
239,4.416153,15.93634,-1.391098,19.203079,73.192302,1
240,3.5338898,10.606842,-2.6097565,19.203079,73.192302,1
241,2.1775818,10.427277,6.227249,19.203079,73.192302,1
242,-0.04664612,13.198563,-2.9904327,19.203079,73.192302,1
243,3.4943848,14.182587,1.4819336,19.203079,73.192302,1
244,4.7022552,12.196594,0.6104431,19.203079,73.192302,1
245,2.3906555,11.302353,-0.9026947,19.203079,73.192302,1
246,-1.0055237,10.648743,-0.5830536,19.203079,73.192302,1
247,-2.4360504,9.462418,-1.5658875,19.203079,73.192302,1
248,-1.5298462,8.017517,-1.0738678,19.203079,73.192302,1
249,-2.1116333,8.185104,-2.1081696,19.203079,73.192302,1
250,-4.308319,7.440506,-3.5279236,19.203079,73.192302,1
251,-3.7253265,4.5291595,-2.9138184,19.203079,73.192302,1
252,-3.7552643,4.610565,-0.9038849,19.203079,73.192302,1
253,-4.335846,7.302841,-1.877121,19.203079,73.192302,1
254,-5.73407,6.570221,-4.3144226,19.203079,73.192302,1
255,-6.039322,5.282135,-1.6712189,19.203079,73.192302,1
256,-5.7173004,4.677597,-1.0451355,19.203079,73.192302,1
257,-5.75441,6.5893707,-2.7222748,19.203079,73.192302,1
258,-3.2381134,10.369812,-0.10542297,19.203079,73.192302,1
259,-2.062561,10.946823,-0.119781494,19.203079,73.192302,1
260,-0.9983368,8.976395,-2.8838959,19.203079,73.192302,1
261,-1.1084747,9.172714,1.3574371,19.203079,73.192302,1
262,-1.5106964,13.596008,4.9559174,19.203079,73.192302,1
263,-0.58055115,15.8585205,-1.243866,19.203079,73.192302,1
264,4.18631,13.8342285,-1.1540833,19.203079,73.192302,1
265,5.3283386,12.169052,5.6550293,19.203079,73.192302,1
266,-0.46920776,13.66423,-0.5507355,19.203079,73.192302,1
267,-1.1862793,12.937592,-1.4030762,19.203079,73.192302,1
268,0.62612915,7.412979,2.700592,19.203079,73.192302,1
269,-2.1475525,8.022293,0.14477539,19.203079,73.192302,1
270,0.50642395,14.135895,-2.418213,19.203079,73.192302,1
271,2.5642395,10.488327,-3.4477234,19.203079,73.192302,1
272,0.27059937,6.3870544,-1.2654114,19.203079,73.192302,1
273,-0.6559601,10.582901,-0.59384155,19.203079,73.192302,1
274,-1.003128,9.248138,-5.774887,19.203079,73.192302,1
275,1.3659363,6.7617493,-2.363144,19.203079,73.192302,1
276,-2.2816315,6.3511505,-2.6588287,19.203079,73.192302,1
277,-4.550125,7.203476,-2.2530212,19.203079,73.192302,1
278,-3.197403,6.31044,-3.0167694,19.203079,73.192302,1
279,-0.2142334,8.636414,-1.2702026,19.203079,73.192302,1
280,-0.6284332,8.408966,-3.110138,19.203079,73.192302,1
281,-1.0689697,7.2836914,-1.5838318,19.203079,73.192302,1
282,-1.8853912,8.388611,0.57214355,19.203079,73.192302,1
283,-2.367813,9.164337,-2.8563538,19.203079,73.192302,1
284,-0.7349701,8.613663,-0.41067505,19.203079,73.192302,1
285,-1.2676849,8.511917,1.4184875,19.203079,73.192302,1
286,-1.3047943,9.383408,-0.071899414,19.203079,73.192302,1
287,-0.6799011,9.683884,1.2209625,19.203079,73.192302,1
288,-1.6004791,8.965622,-0.7518463,19.203079,73.192302,1
289,-1.3454895,10.087296,-1.1959839,19.203079,73.192302,1
290,0.1688385,10.594864,-2.0399323,19.203079,73.192302,1
291,-0.34231567,9.1775055,-2.4780731,19.203079,73.192302,1
292,0.90745544,8.5490265,-0.46455383,19.203079,73.192302,1
293,1.2366486,8.191086,-2.5582733,19.203079,73.192302,1
294,0.5375519,9.103287,-2.2230835,19.203079,73.192302,1
295,-4.375351,7.2118683,-1.0116272,19.203079,73.192302,1
296,-5.9148254,6.7665405,-3.1664124,19.203079,73.192302,1
297,-6.6139374,8.235382,-2.6073608,19.203079,73.192302,1
298,-6.4954224,10.73613,1.5046844,19.203079,73.192302,1
299,-2.1499481,11.589661,-3.3028717,19.203079,73.192302,1
300,-3.5625305,11.3598175,-2.6732025,19.203079,73.192302,1
301,-3.798355,11.424454,-2.1488647,19.203079,73.192302,1
302,-1.7189941,12.572479,0.6667175,19.203079,73.192302,1
303,-0.6775055,11.350235,-0.73509216,19.203079,73.192302,1
304,-2.1271973,12.136734,-1.3372345,19.203079,73.192302,1
305,-4.5513306,12.21933,-0.8488159,19.203079,73.192302,1
306,0.14131165,13.550507,1.024643,19.203079,73.192302,1
307,2.1608124,13.672623,-0.59861755,19.203079,73.192302,1
308,-0.12205505,9.127228,-0.88352966,19.203079,73.192302,1
309,2.4972076,6.8132324,2.0337982,19.203079,73.192302,1
310,4.455658,11.92485,1.2245636,19.203079,73.192302,1
311,3.1843414,11.078491,-2.6408844,19.203079,73.192302,1
312,0.9230194,6.7856903,1.3514557,19.203079,73.192302,1
313,0.4836731,7.9037933,0.72895813,19.203079,73.192302,1
314,0.52915955,9.252914,-2.3044891,19.203079,73.192302,1
315,0.8475952,8.282074,-0.5064392,19.203079,73.192302,1
316,0.2993164,7.954071,0.21899414,19.203079,73.192302,1
317,0.41783142,9.409744,-1.2893524,19.203079,73.192302,1
318,1.1576385,8.625641,-2.284134,19.203079,73.192302,1
319,0.743454,7.718231,-0.40708923,19.203079,73.192302,1
320,-0.0945282,7.8726654,-1.4737091,19.203079,73.192302,1
321,-0.43569946,8.103699,-2.4337769,19.203079,73.192302,1
322,-1.300003,7.0586395,-1.5838318,19.203079,73.192302,1
323,-1.5873108,7.547058,-0.4741211,19.203079,73.192302,1
324,-1.0115051,8.674713,-2.592987,19.203079,73.192302,1
325,-0.75172424,8.881821,-1.4090576,19.203079,73.192302,1
326,-2.5030823,8.867447,-1.5934143,19.203079,73.192302,1
327,-2.280426,9.813156,-1.7095337,19.203079,73.192302,0
328,-0.6739197,10.373413,-1.5084229,19.203079,73.192302,0
329,-1.1527557,10.198624,-0.46932983,19.203079,73.192302,0
330,-1.4089355,10.207016,-0.8272705,19.203079,73.192302,0
331,0.3232727,11.179062,-0.2059784,19.203079,73.192302,0
332,0.96850586,12.318695,-1.6269379,19.203079,73.192302,0
333,-1.3574677,11.3203125,0.23216248,19.203079,73.192302,0
334,-3.0645294,9.093704,-1.959732,19.203079,73.192302,0
335,-1.9931183,8.656769,-2.2973022,19.203079,73.192302,0
336,-2.2995758,8.393402,-2.627716,19.203079,73.192302,0
337,-2.0793152,9.087723,-1.5048218,19.203079,73.192302,0
338,-3.181839,7.9277344,-3.3483582,19.203079,73.192302,0
339,-2.7197723,7.9169617,-2.7522125,19.203079,73.192302,0
340,-0.6918793,9.313965,-1.8507843,19.203079,73.192302,0
341,-0.45365906,9.184692,-1.5634918,19.203079,73.192302,0
342,-1.9787598,9.494736,-1.6496735,19.203079,73.192302,0
343,-2.9364471,9.488754,-2.8755035,19.203079,73.192302,0
344,-2.5437927,9.628815,-3.050293,19.203079,73.192302,0
345,-0.6727295,9.487549,-0.12576294,19.203079,73.192302,0
346,-0.5398407,8.519104,-1.6077728,19.203079,73.192302,0
347,0.8691406,10.129196,-1.9788818,19.203079,73.192302,0
348,1.4653015,10.263275,-0.9254303,19.203079,73.192302,0
349,1.1265259,9.074554,-0.21794128,19.203079,73.192302,0
350,1.048706,9.646759,-0.41307068,19.203079,73.192302,0
351,1.1456757,9.910126,-1.7669983,19.203079,73.192302,0
352,1.5921936,9.867035,-0.5232086,19.203079,73.192302,0
353,1.7262726,10.591278,-0.65608215,19.203079,73.192302,0
354,1.7418365,10.342285,-1.6784058,19.203079,73.192302,0
355,1.6364899,9.128418,-0.25865173,19.203079,73.192302,0
356,-0.46203613,9.444458,-1.0092316,19.203079,73.192302,0
357,-0.13043213,9.8897705,-1.5419464,19.203079,73.192302,0
358,0.83203125,10.67627,1.0210571,19.203079,73.192302,0
359,-0.040649414,10.744507,-1.3444214,19.203079,73.192302,0
360,0.06828308,10.933655,-1.0319672,19.203079,73.192302,0
361,-1.0019226,9.200241,-0.841629,19.203079,73.192302,0
362,-1.454422,8.475998,-0.14611816,19.203079,73.192302,0
363,-1.940445,8.987167,-0.8452301,19.203079,73.192302,0
364,-1.2712708,9.865829,-1.6412964,19.203079,73.192302,0
365,-1.8602448,9.173904,-0.12936401,19.203079,73.192302,0
366,-1.730957,7.6523895,-1.8938904,19.203079,73.192302,0
367,-1.6734924,8.723801,-1.5144043,19.203079,73.192302,0
368,-2.1870575,8.77887,-2.5103912,19.203079,73.192302,0
369,-2.3809814,8.520294,-1.7370605,19.203079,73.192302,0
370,-1.6902618,8.475998,-1.7801666,19.203079,73.192302,0
371,-1.557373,9.287628,-1.4988403,19.203079,73.192302,0
372,-1.2449341,9.905334,-1.1385193,19.203079,73.192302,0
373,-0.46920776,9.649155,-1.0056305,19.203079,73.192302,0
374,-1.7489166,9.354675,-1.1660461,19.203079,73.192302,0
375,-1.9416504,9.893372,-0.53756714,19.203079,73.192302,0
376,-1.2628937,9.4348755,-1.030777,19.203079,73.192302,0
377,-0.79003906,9.343903,-1.1828156,19.203079,73.192302,0
378,-0.25732422,9.284042,-1.4198303,19.203079,73.192302,0
379,-0.29563904,9.182297,-0.694397,19.203079,73.192302,0
380,-0.6344147,9.104477,-1.3348389,19.203079,73.192302,0
381,0.5315552,9.66832,-0.9350128,19.203079,73.192302,0
382,0.7494354,9.3355255,-1.0666962,19.203079,73.192302,0
383,0.16525269,9.506699,-0.47772217,19.203079,73.192302,0
384,0.86195374,9.325943,-1.1325378,19.203079,73.192302,0
385,1.9585114,9.568954,-1.0008545,19.203079,73.192302,0
386,1.8878784,9.163132,-1.75383,19.203079,73.192302,0
387,0.69436646,9.324753,-1.5395508,19.203079,73.192302,0
388,0.5159912,10.044205,-1.3551941,19.203079,73.192302,0
389,0.7075348,9.570145,-1.5239868,19.203079,73.192302,0
390,1.0499115,9.801193,-1.0032501,19.203079,73.192302,0
391,0.6213379,10.512268,-1.1708374,19.203079,73.192302,0
392,0.9888611,10.665497,-1.382721,19.203079,73.192302,0
393,0.3747406,9.681488,-0.8380432,19.203079,73.192302,0
394,-1.2796478,9.861053,-0.5699005,19.203079,73.192302,0
395,-1.8291168,10.3949585,-1.2103424,19.203079,73.192302,0
396,-1.3035889,9.691055,-1.6221466,19.203079,73.192302,0
397,-1.3442993,9.426498,-0.16886902,19.203079,73.192302,0
398,-2.090088,9.947235,-1.2965393,19.203079,73.192302,0
399,-1.5502014,10.154343,-1.2414703,19.203079,73.192302,0
400,-1.118042,9.27327,0.004714966,19.203079,73.192302,0
401,-1.6268158,10.032227,-0.8931122,19.203079,73.192302,0
402,-1.2988129,10.985123,-1.7322845,19.203079,73.192302,0
403,-0.6739197,9.9244995,-0.8272705,19.203079,73.192302,0
404,-0.19029236,9.780838,-0.46813965,19.203079,73.192302,0
405,0.03236389,10.5182495,-1.2091522,19.2039106,73.1906106,0
406,-0.04425049,10.519455,-0.42144775,19.2039106,73.1906106,0
407,-0.37104797,10.296799,-0.8236847,19.2039106,73.1906106,0
408,-0.1962738,10.806763,-1.1720276,19.2039106,73.1906106,0
409,0.050323486,10.284821,-1.4078674,19.2039106,73.1906106,0
410,-0.10888672,8.853088,-0.9793091,19.2039106,73.1906106,0
411,-0.26809692,8.515503,-1.9944458,19.2039106,73.1906106,0
412,-0.02748108,8.691483,-1.8998718,19.2039106,73.1906106,0
413,-0.17114258,7.5602264,-2.129715,19.2039106,73.1906106,0
414,-0.50512695,6.8778687,-1.798111,19.2039106,73.1906106,0
415,-0.7134247,6.219467,-2.3308258,19.2039106,73.1906106,0
