Sr.No,x,y,z,PotholeValues
139,-2.0158691,8.83873,-2.4481506,0
140,0.85717773,11.819504,-4.2581635,0
141,2.1727905,6.0949707,-0.62615967,0
142,1.0762482,8.42453,-1.8926849,0
143,0.19996643,11.010269,-4.660385,0
144,-0.7158203,6.637253,-0.39990234,0
145,1.0032196,9.746124,-3.2082977,0
146,1.7681732,12.719727,-1.8196716,0
147,0.055114746,6.348755,-2.6803894,0
148,1.7514038,9.618042,-0.7482605,0
149,2.2302399,11.851822,-4.027115,0
150,-2.0481873,6.499588,-1.3803253,0
151,-1.9368591,9.416916,-2.5235596,0
152,3.8307648,13.064484,-3.3531494,0
153,1.4234009,7.263336,-0.62376404,0
154,-0.14360046,9.6719055,-3.2693481,0
155,2.3164368,11.413681,-3.7877045,0
156,1.2306671,6.5043793,-0.6608734,0
157,-0.17591858,10.763657,-2.830017,0
158,-0.047836304,12.974701,-3.6260986,0
159,0.41664124,5.680771,-2.0399323,0
160,3.7517548,9.653946,-0.16766357,0
161,0.24784851,11.944,-5.647995,0
162,-4.236496,6.5283203,-1.4844818,0
163,0.16046143,9.064972,-2.4277954,0
164,2.7294312,13.039352,-2.7318573,0
165,-0.36746216,8.3359375,-0.6285553,0
166,-0.350708,7.2058716,-5.418152,0
167,1.47966,9.364243,-1.6604462,0
168,0.99124146,7.8020325,-2.1440735,0
169,-3.10643,10.465576,-3.86911,0
170,-0.9312897,11.144333,-3.245407,0
171,3.004776,5.1348877,-2.3380127,0
172,1.6891632,8.69986,-1.2893524,0
173,0.31488037,12.910065,-4.9848022,0
174,-1.4424591,5.8615265,-2.2625885,0
175,-1.355072,7.4225464,-0.012039185,0
176,2.333191,13.436783,-4.073807,0
177,2.226654,7.8259735,-1.2318878,0
178,1.3072815,7.823578,-1.6700287,0
179,1.4772644,12.1666565,-4.051056,0
180,-1.0330505,6.395447,-1.0271912,0
181,-0.42253113,8.966812,-1.8759308,0
182,2.7940826,13.58284,-4.339569,0
183,0.7470398,6.839569,-0.21554565,0
184,0.77098083,8.106094,-2.751007,0
185,2.8264008,12.606003,-3.0694427,0
186,-0.5984955,6.6959076,-1.7693939,0
187,-1.9416504,9.578537,-2.4636993,0
188,2.846756,12.971115,-4.0211334,0
189,1.8495636,6.6959076,-0.098236084,0
190,1.1073608,8.872238,-2.782135,0
191,1.3743134,11.60881,-3.5422974,0
192,-1.4795685,5.447342,-1.8819122,0
193,-1.2281799,8.744156,-2.4086456,0
194,2.127304,11.392136,-4.529907,0
195,0.5710602,6.808441,-0.4848938,0
196,1.6173248,8.483185,-3.6272888,0
197,2.1380768,8.44368,-2.4493408,0
198,-1.1300201,4.725479,-1.2905426,0
199,-1.4328766,9.505508,-3.5434875,0
200,1.8328094,10.537415,-3.010788,0
201,1.8016815,6.3439636,-0.25386047,0
202,0.48487854,7.79245,-3.2023163,0
203,0.12095642,9.2960205,-1.9633179,0
204,0.10897827,6.324814,-2.0997925,0
205,-0.54104614,9.3558655,-0.83325195,0
206,0.5052185,11.076111,-3.0442963,0
207,0.64527893,7.345932,-0.78297424,0
208,1.6891632,8.906952,-1.8292389,0
209,1.7801361,10.843872,-2.97966,0
210,-1.355072,6.4253693,-1.8424072,0
211,-1.5370331,10.301575,-1.8627625,0
212,2.8671112,12.5377655,-4.3539276,0
213,1.7669678,7.4500885,0.95640564,0
214,0.1580658,9.566559,-3.8990326,0
215,1.6113434,10.89415,-3.2082977,0
216,0.093429565,5.610138,-1.0283813,0
217,-1.5418243,11.45079,-3.2095032,0
218,0.8152771,12.944778,-4.374283,0
219,1.4605103,5.8806915,-0.2059784,0
220,2.4385376,10.199829,-2.193161,0
221,0.91104126,11.106033,-4.121689,0
222,-2.3546448,5.3479767,-0.7159424,0
223,-0.43688965,11.194611,-2.892273,0
224,1.9585114,12.347427,-3.6272888,0
225,0.76979065,6.5893707,0.3901825,0
226,2.1440582,9.555786,-4.343155,0
227,0.42980957,9.500717,-1.8352356,0
228,-0.6451874,5.4904327,-2.0255737,0
229,0.6105652,9.685074,-2.4984283,0
230,-0.30641174,9.789215,-3.498001,0
231,0.26220703,7.579376,-1.6855927,0
232,3.1508179,8.723801,-3.0969696,0
233,0.8811188,8.237778,-1.4282074,0
234,-2.4324646,6.6911163,-2.8946686,0
235,-1.023468,10.118423,-1.9369812,0
236,2.0782166,10.173492,-2.466095,0
237,0.22151184,7.9480743,-0.3244934,0
238,0.55430603,9.57135,-3.189148,0
239,2.0985718,8.592117,-2.1560516,0
240,-0.9504547,7.037079,-0.5926361,0
241,-1.3263397,12.1271515,-4.073807,0
242,1.7645721,9.001526,-2.873108,0
243,0.42741394,6.8694916,0.38659668,0
244,0.866745,12.228912,-5.217041,0
245,1.0115967,8.651978,-1.3887177,0
246,-0.114868164,5.535919,-1.4186401,0
247,-1.0139008,12.597626,-3.4070282,0
248,0.12814331,10.847458,-3.1089478,0
249,1.4640961,7.638031,-0.7159424,0
250,1.8136597,11.250885,-2.5463104,0
251,-0.3794403,8.477203,-3.3124542,0
252,-0.7385559,6.772522,-0.9074707,0
253,1.6867676,11.643524,-3.592575,0
254,0.7937317,8.717819,-2.632492,0
255,-1.2712708,6.2553864,-0.71713257,0
256,2.62648,12.037369,-3.7410126,0
257,3.0897675,8.502335,-1.343216,0
258,-1.4592133,5.9680786,-0.71713257,0
259,-0.5769501,13.3398285,-3.8906555,0
260,1.2713623,10.193848,-1.8926849,0
261,-0.41175842,6.5762024,0.6032715,0
262,0.767395,12.425232,-3.525528,0
263,0.49205017,9.0829315,-1.1851959,0
264,-1.0569916,5.907028,-0.7674103,0
265,1.182785,13.385315,-3.0802155,0
266,1.4700928,11.301163,-2.4277954,0
267,-0.44647217,6.412201,-1.2642059,0
268,1.1169434,11.382568,-3.0993652,0
269,-0.15437317,8.983566,-3.7122803,0
270,-2.3031769,5.8651276,-0.94818115,0
271,1.5957794,12.034988,-4.3216095,0
272,0.87034607,10.819931,-2.2434387,0
273,-0.5218811,7.85231,-0.9565582,0
274,3.4524841,10.263275,-3.8379822,0
275,0.65367126,7.1496124,-0.42744446,0
276,-3.0226288,7.7122498,-2.3380127,0
277,1.1468658,11.610016,-4.46167,0
278,1.910614,7.697891,-0.17126465,0
279,0.0826416,7.3507233,-2.4517365,0
280,1.5538788,9.946045,-3.0478973,0
281,2.1260986,7.0825806,-0.8248749,0
282,-0.5721588,6.2362213,-2.2506256,0
283,-0.12205505,10.38298,-1.6736145,0
284,2.4265747,9.274475,-2.9976196,0
285,0.9960327,7.8164062,0.15196228,0
286,-0.04664612,10.563751,-2.9018402,0
287,-0.31718445,9.01709,-1.5036316,0
288,-0.6775055,7.080185,0.58410645,0
289,1.3192596,11.548965,-3.1400757,0
290,0.5734558,10.112442,-1.3982849,0
291,-0.68229675,6.1368713,-1.6233368,0
292,1.3048859,12.7556305,-1.1409149,0
293,1.5179749,11.4879,-4.212677,0
294,-1.9644012,5.088211,-0.091049194,0
295,-0.47280884,11.920059,-3.873886,0
296,1.7921143,13.90007,-4.2390137,0
297,-0.6918793,6.984421,0.49313354,0
298,0.28256226,11.265244,-3.7410126,0
299,0.17842102,11.095261,-2.0710602,0
300,-1.7177887,6.164398,-0.72431946,0
301,2.4050293,12.51741,-4.533493,0
302,1.8735046,11.501068,-2.2206879,0
303,-2.1236115,6.688736,-2.066269,0
304,1.0163879,11.665085,-4.085785,0
305,2.5654297,8.606491,-2.5917969,0
306,-1.904541,5.57901,-0.3723755,0
307,0.7661896,12.000259,-5.062607,0
308,1.9525146,9.568954,-0.81170654,0
309,-0.17712402,6.6288757,-0.9745178,0
310,0.8942871,12.195389,-3.221466,0
311,0.031173706,8.106094,-1.6879883,0
312,-1.5621643,5.97287,-0.91944885,0
313,1.8363953,12.99147,-2.9784546,0
314,0.77456665,10.081314,-1.6808014,0
315,-0.647583,7.0514526,-0.69558716,0
316,1.9728699,10.979141,-3.323227,0
317,-0.5171051,8.215027,-1.7059479,0
318,-1.8758087,8.332352,-1.6664429,0
319,3.2022858,11.355026,-4.5861664,0
320,1.5287476,7.7313995,0.08731079,0
321,-1.4089355,9.716202,-3.2082977,0
322,1.0666656,12.2408905,-3.960083,0
323,1.4545288,6.1931305,-0.3256836,0
324,-0.9696045,7.7218323,-2.1524658,0
325,-0.70144653,12.295944,-3.7912903,0
326,1.7142944,8.456848,-1.6963654,0
327,2.2003174,8.734573,-0.79016113,0
328,-0.47280884,10.965973,-3.276535,0
329,-0.8439026,6.858719,-2.2996979,0
330,0.8631592,7.452484,-1.1397095,0
331,1.3432007,11.041382,-3.73143,0
332,0.31248474,8.351501,-1.0092316,0
333,0.782959,7.5937347,-2.3368073,0
334,0.9673004,10.766052,-2.1356964,0
335,-0.26332092,7.551834,-2.3775177,0
336,-1.197052,6.650421,-1.430603,0
337,1.2067261,11.119202,-2.2338562,0
338,1.3252411,9.148773,-2.081833,0
339,-0.40815735,7.349533,-0.778183,0
340,1.3084869,10.91449,-3.0407104,0
341,0.9253998,8.413757,-1.5563049,0
342,-2.0050964,6.8216095,-1.3647614,0
343,0.91941833,11.666275,-3.63208,0
344,3.1340637,9.238556,-1.2223206,0
345,0.019195557,7.7350006,-0.9110718,0
346,-0.25613403,12.444397,-3.6811523,0
347,0.12454224,9.086517,-1.971695,0
348,-1.018692,6.9796295,-0.4908905,0
349,0.6464844,13.052521,-3.3579407,0
350,1.6340942,10.847458,-2.1668243,0
351,0.5124054,7.392624,-0.38075256,0
352,0.36636353,12.316299,-3.125702,0
353,-0.33154297,9.9244995,-3.1053467,0
354,-0.19987488,5.562256,-1.0259857,0
355,1.7418365,9.676697,-4.3802643,0
356,1.5095978,11.689026,-1.5156097,0
357,0.86195374,7.77211,-3.0371246,0
358,0.38311768,7.9480743,-1.8603668,0
359,0.15327454,9.971176,-2.615738,0
360,-1.3969727,7.875061,-2.8551636,0
361,-0.059799194,9.443253,-0.7398834,0
362,2.4253693,10.734924,-3.4405365,0
363,-0.7481384,6.8575134,0.86543274,0
364,-0.1232605,9.53064,-1.8484039,0
365,2.7378235,11.103638,-3.9612732,0
366,-2.2924042,5.6915436,0.5924988,0
367,-2.805954,8.449661,-5.169159,0
368,3.641632,11.8302765,-1.9477539,0
369,2.640854,6.630066,-0.88952637,0
370,-0.8534851,9.725769,-2.667221,0
371,0.13652039,10.950409,-3.8774872,0
372,-1.0055237,5.043915,-0.6477051,0
373,-1.0534058,9.728165,-1.951355,0
374,1.0750427,13.257217,-4.485611,0
375,0.05152893,7.174759,0.36026,0
376,0.46810913,9.232574,-2.1512604,0
377,0.782959,12.099625,-2.9736786,0
378,-2.6742706,8.290451,-0.5459442,0
379,-0.99235535,11.061737,-3.378296,0
380,2.4744568,10.9133,-2.8096619,0
381,0.9373779,6.5534515,-0.65489197,0
382,0.47050476,11.352631,-3.0239563,0
383,0.6057739,11.236511,-4.5538483,0
384,-0.43569946,6.519943,-0.1700592,0
385,-0.6380005,10.526642,-3.4788513,0
386,1.213913,11.873367,-4.019943,0
387,2.759369,7.5853577,-0.35920715,0
388,1.6616211,9.922104,-2.8467865,0
389,0.018005371,12.158279,-1.4940491,0
390,-0.038253784,6.5762024,-2.3954773,0
391,-0.5673828,7.634445,-0.5615082,0
392,1.1504669,12.397705,-3.8535461,0
393,2.510376,7.7780914,-2.4840546,0
394,1.1109619,6.345169,0.26808167,0
395,2.1368713,11.6519165,-4.6903076,0
396,-0.20944214,7.6907043,-0.9326172,0
397,-2.0601654,5.353958,-2.2530212,0
398,1.4676971,11.991882,-3.536316,0
399,2.0985718,8.460434,-1.5371552,0
400,0.39749146,4.899063,-0.8739624,0
401,1.0439148,11.343063,-2.1584473,0
402,-0.13761902,9.129623,-2.7450256,0
403,-2.4480286,5.14328,0.35905457,0
404,1.1169434,10.424881,-4.4197693,0
405,1.5131836,10.365021,-1.0367584,0
406,-0.15916443,6.575012,-1.8699493,0
407,1.7454224,10.521851,-2.387085,0
408,0.62612915,9.487549,-1.6736145,0
409,-1.9488373,5.9884186,-1.7322845,0
410,0.19398499,10.287216,-2.9210052,0
411,1.8232269,11.200607,-2.8072815,0
412,1.684372,7.670349,-0.4741211,0
413,3.028717,9.3750305,-1.7119293,0
414,-0.31478882,9.536636,-3.2729492,0
415,-3.2309265,9.246933,-0.505249,0
416,1.5862122,10.502686,-4.493988,0
417,2.0949707,10.673874,0.4512329,0
418,-1.2856445,9.133209,-3.228653,0
419,1.1001892,9.662323,-1.856781,0
420,2.9149933,10.253693,-0.6117859,0
421,-2.054184,9.9244995,-3.0969696,0
422,-3.6092072,10.4392395,-1.6293335,0
423,2.6444397,10.227356,-4.6974945,0
424,3.4656525,8.933289,0.57333374,0
425,-1.2054291,9.251724,-3.577011,0
426,-0.47280884,11.1024475,-4.1360626,0
427,-0.031082153,7.045471,-1.1564789,0
428,-1.6818848,7.439316,-2.8180542,0
429,-0.81877136,10.745697,-4.1384583,0
430,1.337204,8.738159,-2.5139923,0
431,2.8036652,8.874634,-1.2821655,0
432,2.752182,9.96759,-2.4840546,0
433,-0.47280884,7.0047607,-1.5311584,0
434,-1.1683197,8.657959,-1.7490387,0
435,1.1516571,10.3003845,-4.54068,0
436,0.38311768,8.4700165,0.9995117,0
437,0.7470398,8.234192,-3.1927338,0
438,-0.10290527,8.559799,-1.4509583,0
439,-0.82954407,8.213837,-1.7729797,0
440,-0.14958191,9.112854,-3.1664124,0
441,1.0080109,10.326721,-0.10542297,0
442,1.3024902,9.267288,-3.8080444,0
443,0.9421692,8.060608,-0.20477295,0
444,2.170395,9.780838,-2.256607,0
445,0.9828644,8.9249115,-3.7134857,0
446,-2.7042084,6.630066,-0.2897644,0
447,-0.08135986,10.368622,-5.4133606,0
448,2.6875458,10.744507,-0.8739624,0
449,0.59739685,6.7497864,-1.0714722,0
450,-0.63082886,9.999908,-3.1125336,0
451,-0.040649414,10.116028,-1.8148804,0
452,-0.6942749,8.432907,-1.1145782,0
453,-0.14241028,12.69339,-2.9353638,0
454,1.7346497,12.436005,-1.8998718,0
455,0.48127747,7.5614166,-1.3731537,0
456,0.68000793,11.615997,-0.34843445,0
457,2.6013489,10.660706,-4.765732,0
458,-2.0003052,5.435364,0.6750946,0
459,-2.2361298,10.892944,-5.146408,0
460,1.1097565,13.421219,-3.9085999,0
461,0.47410583,6.0111694,-0.98049927,0
462,1.6939392,8.34552,-3.4800415,0
463,2.4014282,10.360245,-3.7122803,0
464,-1.0581818,6.905411,-0.8859253,0
465,-1.1156464,9.535431,-4.256958,0
466,0.36515808,10.332703,-2.0794373,0
467,1.5598755,6.8443604,-0.9793091,0
468,0.8954773,9.213409,-2.2865295,0
469,0.6776123,9.588104,-3.568634,0
470,-0.45843506,6.3631134,-0.23590088,0
471,-1.3646393,8.651978,-2.5139923,0
472,-0.30760193,11.710571,-2.217102,0
473,1.2318726,8.1623535,-1.9896545,0
474,0.6201477,7.9456787,-0.99606323,0
475,1.495224,10.594864,-2.9377594,0
476,0.050323486,7.1544037,-1.7179108,0
477,-2.311554,7.0550385,-1.6580505,0
478,-0.48716736,11.917664,-4.3024597,0
479,1.5802155,8.873444,-1.4605408,0
480,0.46931458,7.752945,-0.9900818,0
481,0.95773315,11.80275,-4.0331116,0
482,0.7374573,8.073776,-1.3539886,0
483,-1.3682404,7.107712,-1.109787,0
484,-1.4556274,13.321869,-4.490402,0
485,-0.1855011,11.05336,-1.5036316,0
486,0.69436646,7.958847,-1.3851166,0
487,3.294464,12.420456,-1.8388214,0
488,2.2901,9.132019,-2.4589233,0
489,-1.7584991,6.7940674,-1.0499268,0
490,0.14131165,11.265244,-4.6256714,0
491,1.5251617,8.823166,-2.3296356,0
492,-0.35668945,6.9568787,-1.3132935,0
493,0.77337646,10.991104,-4.56102,0
494,1.7550049,7.421356,-2.749817,0
495,0.91941833,6.2182617,-0.28378296,0
496,0.5590973,10.738525,-4.350342,0
497,0.3352356,9.833511,-0.7075653,0
498,1.7190857,8.270096,-1.1241455,0
499,0.1580658,10.076523,-1.2630157,0
500,-0.63920593,7.129257,-2.9353638,0
501,1.8591461,6.30925,-0.018035889,0
502,0.18798828,10.3554535,-2.8647308,0
503,-2.5677338,11.218567,-2.8994446,0
504,1.3180542,7.3279877,-1.4485626,0
505,3.064621,8.960831,-0.33287048,0
506,0.6632385,11.088074,-3.3699188,0
507,-1.1228333,7.105316,-2.4206085,0
508,-0.1053009,7.4824066,-1.93219,0
509,0.44656372,13.051315,-2.48526,0
510,0.6285248,9.037445,-2.481659,0
511,0.57585144,7.246582,-0.73150635,0
512,1.6616211,12.443192,-3.2717438,0
513,0.7075348,8.528671,-2.909027,0
514,0.10658264,5.823227,0.0059051514,0
515,0.7374573,11.473541,-4.485611,0
516,-0.13642883,11.145538,-2.081833,0
517,0.29812622,7.9684296,-2.0171814,0
518,2.154831,10.131592,-2.2218933,0
519,0.6297302,8.842316,-2.0542908,0
520,-0.68948364,7.5147247,-1.8639526,0
521,-0.06100464,9.948441,-2.6540527,0
522,0.9541321,10.406921,-2.4481506,0
523,-0.34231567,9.029068,-1.3085022,0
524,-0.20825195,9.807175,-2.303299,0
525,1.3851013,9.310379,-2.1261292,0
526,0.6273346,7.5302887,-1.243866,0
527,-0.8630676,8.879425,-2.8623352,0
528,-0.28126526,10.843872,-2.9904327,0
529,0.28974915,9.424103,-2.2996979,0
530,0.8296356,9.27327,-1.4976501,0
531,1.7047272,9.756897,-2.6384888,0
532,0.07426453,7.828369,-2.421814,0
533,-1.0318451,8.450867,-2.8898773,0
534,-0.0011444092,11.009064,-2.5056,0
535,0.5926056,9.512695,-1.8831177,0
536,0.49205017,9.4348755,-1.4892731,0
537,1.2845306,10.602051,-3.3615265,0
538,0.8069,8.517899,-1.0606995,0
539,-0.15916443,8.1073,-2.4996185,0
540,0.4429779,10.609238,-2.749817,0
541,1.2570038,9.849075,-1.9142303,0
542,0.69436646,9.302002,-1.9776764,0
543,0.9780731,9.947235,-2.2697754,0
544,1.1061707,8.747742,-2.4792633,0
545,0.25982666,8.138412,-3.8032684,0
546,-0.3339386,10.343475,-0.7362976,0
